,threshold,precision,recall,fpr
0,-1.0,0.46740467404674046,1.0,1.0
1,-0.98,0.46740467404674046,1.0,1.0
2,-0.96,0.5019815059445178,1.0,0.8706697459584296
3,-0.94,0.4816223067173637,1.0,0.9445727482678984
4,-0.9199999999999999,0.5515239477503628,1.0,0.7136258660508084
5,-0.8999999999999999,0.4973821989528796,1.0,0.8868360277136259
6,-0.8799999999999999,0.5965463108320251,1.0,0.5935334872979214
7,-0.8599999999999999,0.6631762652705061,1.0,0.4457274826789838
8,-0.8399999999999999,0.6896551724137931,1.0,0.394919168591224
9,-0.8199999999999998,0.6397306397306397,1.0,0.4942263279445728
10,-0.7999999999999998,0.7610441767068273,0.9973684210526316,0.2748267898383372
11,-0.7799999999999998,0.7265774378585086,1.0,0.3302540415704388
12,-0.7599999999999998,0.7692307692307693,1.0,0.2632794457274827
13,-0.7399999999999998,0.8016877637130801,1.0,0.21709006928406466
14,-0.7199999999999998,0.7991543340380549,0.9947368421052631,0.21939953810623555
15,-0.6999999999999997,0.8085106382978723,1.0,0.20785219399538107
16,-0.6799999999999997,0.8225108225108225,1.0,0.18937644341801385
17,-0.6599999999999997,0.8449438202247191,0.9894736842105263,0.15935334872979215
18,-0.6399999999999997,0.8425720620842572,1.0,0.16397228637413394
19,-0.6199999999999997,0.8692660550458715,0.9973684210526316,0.13163972286374134
20,-0.5999999999999996,0.8823529411764706,0.9868421052631579,0.11547344110854503
21,-0.5799999999999996,0.8637413394919169,0.9842105263157894,0.13625866050808313
22,-0.5599999999999996,0.9077669902912622,0.9842105263157894,0.08775981524249422
23,-0.5399999999999996,0.8802816901408451,0.9868421052631579,0.11778290993071594
24,-0.5199999999999996,0.9082125603864735,0.9894736842105263,0.08775981524249422
25,-0.49999999999999956,0.9082125603864735,0.9894736842105263,0.08775981524249422
26,-0.47999999999999954,0.8758782201405152,0.9842105263157894,0.12240184757505773
27,-0.4599999999999995,0.8976190476190476,0.9921052631578947,0.09930715935334873
28,-0.4399999999999995,0.8990384615384616,0.9842105263157894,0.09699769053117784
29,-0.4199999999999995,0.9211822660098522,0.9842105263157894,0.07390300230946882
30,-0.39999999999999947,0.9234567901234568,0.9842105263157894,0.07159353348729793
31,-0.37999999999999945,0.8968824940047961,0.9842105263157894,0.09930715935334873
32,-0.35999999999999943,0.9664082687338501,0.9842105263157894,0.03002309468822171
33,-0.3399999999999994,0.9234567901234568,0.9842105263157894,0.07159353348729793
34,-0.3199999999999994,0.9280397022332506,0.9842105263157894,0.06697459584295612
35,-0.2999999999999994,0.9765013054830287,0.9842105263157894,0.020785219399538105
36,-0.27999999999999936,0.9689119170984456,0.9842105263157894,0.02771362586605081
37,-0.25999999999999934,0.9373433583959899,0.9842105263157894,0.057736720554272515
38,-0.23999999999999932,0.9689119170984456,0.9842105263157894,0.02771362586605081
39,-0.2199999999999993,0.986737400530504,0.9789473684210527,0.011547344110854504
40,-0.1999999999999993,0.9516539440203562,0.9842105263157894,0.04387990762124711
41,-0.17999999999999927,0.9639175257731959,0.9842105263157894,0.03233256351039261
42,-0.15999999999999925,0.9842105263157894,0.9842105263157894,0.013856812933025405
43,-0.13999999999999924,0.961439588688946,0.9842105263157894,0.03464203233256351
44,-0.11999999999999922,0.961340206185567,0.9815789473684211,0.03464203233256351
45,-0.0999999999999992,0.9918478260869565,0.9605263157894737,0.006928406466512702
46,-0.07999999999999918,0.9652406417112299,0.95,0.03002309468822171
47,-0.059999999999999165,0.9888268156424581,0.9315789473684211,0.009237875288683603
48,-0.03999999999999915,0.9889807162534435,0.9447368421052632,0.009237875288683603
49,-0.01999999999999913,1.0,0.8789473684210526,0.0
50,8.881784197001252e-16,0.9836065573770492,0.9473684210526315,0.013856812933025405
51,0.020000000000000906,0.9912280701754386,0.8921052631578947,0.006928406466512702
52,0.040000000000000924,0.9887005649717514,0.9210526315789473,0.009237875288683603
53,0.06000000000000094,1.0,0.8657894736842106,0.0
54,0.08000000000000096,0.9969135802469136,0.85,0.0023094688221709007
55,0.10000000000000098,1.0,0.8736842105263158,0.0
56,0.120000000000001,1.0,0.8026315789473685,0.0
57,0.140000000000001,1.0,0.8394736842105263,0.0
58,0.16000000000000103,1.0,0.7947368421052632,0.0
59,0.18000000000000105,1.0,0.8552631578947368,0.0
60,0.20000000000000107,1.0,0.8236842105263158,0.0
61,0.22000000000000108,1.0,0.7947368421052632,0.0
62,0.2400000000000011,1.0,0.781578947368421,0.0
63,0.2600000000000011,1.0,0.781578947368421,0.0
64,0.28000000000000114,1.0,0.781578947368421,0.0
65,0.30000000000000115,1.0,0.7894736842105263,0.0
66,0.3200000000000012,1.0,0.7763157894736842,0.0
67,0.3400000000000012,1.0,0.7763157894736842,0.0
68,0.3600000000000012,1.0,0.781578947368421,0.0
69,0.3800000000000012,1.0,0.7763157894736842,0.0
70,0.40000000000000124,1.0,0.7763157894736842,0.0
71,0.42000000000000126,1.0,0.7763157894736842,0.0
72,0.4400000000000013,1.0,0.7763157894736842,0.0
73,0.4600000000000013,1.0,0.7763157894736842,0.0
74,0.4800000000000013,1.0,0.7763157894736842,0.0
75,0.5000000000000013,1.0,0.7763157894736842,0.0
76,0.5200000000000014,1.0,0.7763157894736842,0.0
77,0.5400000000000014,1.0,0.7763157894736842,0.0
78,0.5600000000000014,1.0,0.7763157894736842,0.0
79,0.5800000000000014,1.0,0.7763157894736842,0.0
80,0.6000000000000014,1.0,0.7763157894736842,0.0
81,0.6200000000000014,1.0,0.7736842105263158,0.0
82,0.6400000000000015,1.0,0.7763157894736842,0.0
